payment_id,rental_id,amount,payment_datetime
8390,4540,4.99,"2005-07-08 04:03:28"
8391,5305,8.99,"2005-07-09 15:55:36"
8392,5980,4.99,"2005-07-11 00:18:21"
8393,6480,4.99,"2005-07-12 01:49:29"
8394,7214,5.99,"2005-07-27 09:23:33"
8395,7722,4.99,"2005-07-28 04:44:58"
8396,7846,5.99,"2005-07-28 09:21:18"
8397,8341,4.99,"2005-07-29 04:42:01"
8398,8501,2.99,"2005-07-29 09:12:51"
8399,8681,2.99,"2005-07-29 16:12:01"
8400,8917,2.99,"2005-07-30 01:47:02"
8401,9945,2.99,"2005-07-31 15:47:51"
8402,9949,0.99,"2005-07-31 15:50:10"
8403,10458,2.99,"2005-08-01 09:19:48"
8404,10728,0.99,"2005-08-01 19:15:09"
8405,10818,2.99,"2005-08-01 22:52:45"
8406,11964,6.99,"2005-08-17 17:37:03"
8407,13021,5.99,"2005-08-19 08:08:04"
8408,13502,0.99,"2005-08-20 01:58:15"
8409,13909,4.99,"2005-08-20 16:26:36"
8410,14846,5.99,"2005-08-22 02:13:48"
8411,15422,4.99,"2005-08-22 23:58:09"
8412,104,0.99,"2005-05-25 17:46:33"
8413,1162,4.99,"2005-06-14 23:09:38"
8414,1333,2.99,"2005-06-15 11:37:08"
8415,1918,3.99,"2005-06-17 05:40:14"
8416,2088,6.99,"2005-06-17 17:35:30"
8417,2480,5.99,"2005-06-18 21:04:09"
8418,2618,2.99,"2005-06-19 08:03:01"
8419,3830,10.99,"2005-07-06 16:01:16"
8420,4072,0.99,"2005-07-07 04:48:02"
8421,5621,5.99,"2005-07-10 05:34:10"
8422,5836,0.99,"2005-07-10 16:49:02"
8423,7648,5.99,"2005-07-28 01:35:33"
8424,8637,5.99,"2005-07-29 14:30:11"
8425,8981,7.99,"2005-07-30 04:25:30"
8426,9536,2.99,"2005-07-31 01:19:02"
8427,11137,2.99,"2005-08-02 09:25:31"
8428,12500,4.99,"2005-08-18 13:05:51"
8429,12710,7.99,"2005-08-18 21:02:50"
8430,12929,4.99,"2005-08-19 05:05:23"
8431,14972,5.99,"2005-08-22 06:53:21"
8432,274,5.99,"2005-05-26 16:48:51"
8433,544,6.99,"2005-05-28 07:03:00"
8434,952,2.99,"2005-05-30 16:28:07"
8435,990,3.99,"2005-05-30 23:25:14"
8436,1128,6.99,"2005-05-31 17:49:26"
8437,1622,4.99,"2005-06-16 07:33:18"
8438,1955,0.99,"2005-06-17 08:40:22"
8439,2967,6.99,"2005-06-20 07:40:35"
8440,4836,3.99,"2005-07-08 18:09:08"
8441,5224,5.99,"2005-07-09 12:07:27"
8442,6419,4.99,"2005-07-11 23:36:38"
8443,8167,6.99,"2005-07-28 21:25:45"
8444,8473,2.99,"2005-07-29 08:36:53"
8445,9503,6.99,"2005-07-31 00:02:38"
8446,9882,8.99,"2005-07-31 13:53:33"
8447,10134,4.99,"2005-07-31 21:56:10"
8448,10448,4.99,"2005-08-01 09:09:31"
8449,12997,2.99,"2005-08-19 07:31:46"
8450,13310,0.99,"2005-08-19 19:05:16"
8451,13423,1.99,"2005-08-19 23:07:42"
8452,14517,4.99,"2005-08-21 14:57:03"
8453,15826,9.99,"2005-08-23 15:15:02"
8454,16020,8.99,"2005-08-23 21:34:33"
8455,229,4.99,"2005-05-26 11:19:20"
8456,530,0.99,"2005-05-28 05:13:01"
8457,1049,4.99,"2005-05-31 06:57:04"
8458,1079,6.99,"2005-05-31 10:48:17"
8459,1419,0.99,"2005-06-15 17:54:50"
8460,3457,3.99,"2005-06-21 21:42:33"
8461,3766,2.99,"2005-07-06 13:04:35"
8462,3792,1.99,"2005-07-06 14:26:38"
8463,4647,3.99,"2005-07-08 09:27:36"
8464,5031,5.99,"2005-07-09 02:36:37"
8465,6751,2.99,"2005-07-12 14:50:34"
8466,6866,2.99,"2005-07-12 20:03:44"
8467,8137,4.99,"2005-07-28 20:07:18"
8468,8412,6.99,"2005-07-29 06:44:50"
8469,8721,4.99,"2005-07-29 17:56:21"
8470,9016,6.99,"2005-07-30 05:26:13"
8471,9154,3.99,"2005-07-30 10:59:54"
8472,10858,2.99,"2005-08-02 00:08:39"
8473,11248,0.99,"2005-08-02 13:35:34"
8474,11879,5.99,"2005-08-17 14:25:09"
8475,12186,2.99,"2005-08-18 01:43:36"
8476,12945,0.99,"2005-08-19 05:51:46"
8477,14362,2.99,"2005-08-21 09:19:49"
8478,14504,3.99,"2005-08-21 14:23:01"
8479,15100,4.99,"2005-08-22 11:55:03"
8480,15882,6.99,"2005-08-23 16:44:31"
8481,669,4.99,"2005-05-28 22:03:25"
8482,712,2.99,"2005-05-29 04:02:24"
8483,781,0.99,"2005-05-29 14:23:58"
8484,843,0.99,"2005-05-30 00:44:24"
8485,1312,2.99,"2005-06-15 10:16:27"
8486,2617,7.99,"2005-06-19 07:48:31"
8487,2711,4.99,"2005-06-19 14:12:22"
8488,4552,2.99,"2005-07-08 04:36:35"
8489,5255,5.99,"2005-07-09 13:51:08"
8490,6384,2.99,"2005-07-11 22:07:26"
8491,7294,0.99,"2005-07-27 12:38:14"
8492,8381,4.99,"2005-07-29 05:31:44"
8493,8970,3.99,"2005-07-30 04:02:05"
8494,9836,2.99,"2005-07-31 12:12:00"
8495,10237,5.99,"2005-08-01 02:07:32"
8496,10933,7.99,"2005-08-02 02:50:49"
8497,11854,2.99,"2005-08-17 13:42:52"
8498,12011,2.99,"2005-08-17 19:19:44"
8499,14250,2.99,"2005-08-21 05:39:35"
8500,14325,4.99,"2005-08-21 08:15:38"
8501,15081,2.99,"2005-08-22 11:14:31"
8502,15340,0.99,"2005-08-22 20:55:56"
8503,15569,6.99,"2005-08-23 05:24:29"
8504,80,5.99,"2005-05-25 12:12:07"
8505,440,4.99,"2005-05-27 18:00:35"
8506,1598,3.99,"2005-06-16 06:02:39"
8507,1624,2.99,"2005-06-16 07:48:57"
8508,3517,0.99,"2005-07-06 00:52:35"
8509,3656,2.99,"2005-07-06 07:55:22"
8510,3808,0.99,"2005-07-06 15:15:35"
8511,4386,0.99,"2005-07-07 20:55:19"
8512,5241,4.99,"2005-07-09 13:19:14"
8513,5856,0.99,"2005-07-10 17:57:32"
8514,6192,5.99,"2005-07-11 11:44:41"
8515,6666,2.99,"2005-07-12 11:32:15"
8516,6763,3.99,"2005-07-12 15:26:34"
8517,7004,4.99,"2005-07-27 01:36:05"
8518,7276,2.99,"2005-07-27 11:41:57"
8519,8022,6.99,"2005-07-28 15:48:56"
8520,8073,3.99,"2005-07-28 17:29:02"
8521,8105,0.99,"2005-07-28 18:59:46"
8522,8328,6.99,"2005-07-29 04:06:24"
8523,8644,4.99,"2005-07-29 14:45:45"
8524,9191,3.99,"2005-07-30 12:25:51"
8525,9318,6.99,"2005-07-30 17:14:30"
8526,11908,3.99,"2005-08-17 15:43:09"
8527,12434,0.99,"2005-08-18 10:38:08"
8528,13120,3.99,"2005-08-19 11:47:38"
8529,13265,2.99,"2005-08-19 17:29:00"
8530,13553,3.99,"2005-08-20 04:07:21"
8531,14145,4.99,"2005-08-21 02:11:38"
8532,14409,4.99,"2005-08-21 10:53:35"
8533,14682,4.99,"2005-08-21 20:25:57"
8534,14815,4.99,"2005-08-22 01:12:44"
8535,14873,5.99,"2005-08-22 03:31:06"
8536,16021,3.99,"2005-08-23 21:37:59"
8537,537,8.99,"2005-05-28 06:20:55"
8538,551,4.99,"2005-05-28 07:44:18"
8539,1701,2.99,"2005-06-16 13:18:48"
8540,4021,2.99,"2005-07-07 01:46:44"
8541,4992,4.99,"2005-07-09 00:49:37"
8542,5126,6.99,"2005-07-09 07:25:35"
8543,6661,4.99,"2005-07-12 11:20:39"
8544,6894,4.99,"2005-07-12 21:20:50"
8545,8416,5.99,"2005-07-29 06:52:54"
8546,8677,6.99,"2005-07-29 16:01:13"
8547,9735,9.99,"2005-07-31 08:57:49"
8548,11254,0.99,"2005-08-02 13:43:49"
8549,12155,2.99,"2005-08-18 00:24:30"
8550,14106,2.99,"2005-08-21 00:46:01"
8551,14162,2.99,"2005-08-21 02:55:34"
8552,15504,6.99,"2005-08-23 02:45:21"
8553,14426,2.99,"2006-02-14 15:16:03"
8554,16,4.99,"2005-05-25 00:43:11"
8555,644,8.99,"2005-05-28 18:59:12"
8556,1065,1.99,"2005-05-31 08:54:56"
8557,1317,4.99,"2005-06-15 10:30:19"
8558,1350,4.99,"2005-06-15 12:50:25"
8559,2032,4.99,"2005-06-17 13:24:07"
8560,2338,4.99,"2005-06-18 11:24:54"
8561,2491,1.99,"2005-06-18 22:01:31"
8562,2820,4.99,"2005-06-19 20:20:33"
8563,3373,8.99,"2005-06-21 13:35:32"
8564,4379,2.99,"2005-07-07 20:32:30"
8565,5102,3.99,"2005-07-09 06:25:48"
8566,5544,7.99,"2005-07-10 02:48:07"
8567,5618,5.99,"2005-07-10 05:28:58"
8568,6988,4.99,"2005-07-27 01:00:08"
8569,7339,2.99,"2005-07-27 14:17:48"
8570,7586,2.99,"2005-07-27 23:19:29"
8571,7592,4.99,"2005-07-27 23:26:04"
8572,7945,1.99,"2005-07-28 12:53:58"
8573,8564,4.99,"2005-07-29 11:33:00"
8574,9508,4.99,"2005-07-31 00:22:39"
8575,9903,6.99,"2005-07-31 14:31:44"
8576,10438,7.99,"2005-08-01 08:53:04"
8577,12028,0.99,"2005-08-17 20:03:47"
8578,12191,0.99,"2005-08-18 01:57:11"
8579,12823,2.99,"2005-08-19 01:15:47"
8580,13277,5.99,"2005-08-19 17:57:35"
8581,14226,2.99,"2005-08-21 04:55:37"
8582,15840,2.99,"2005-08-23 15:34:49"
8583,107,6.99,"2005-05-25 18:28:09"
8584,2287,6.99,"2005-06-18 07:04:36"
8585,3029,2.99,"2005-06-20 11:51:30"
8586,3251,0.99,"2005-06-21 03:20:37"
8587,4138,0.99,"2005-07-07 08:17:13"
8588,4177,8.99,"2005-07-07 10:12:36"
8589,4700,0.99,"2005-07-08 11:37:21"
8590,5548,0.99,"2005-07-10 02:56:45"
8591,5942,7.99,"2005-07-10 22:47:17"
8592,7309,2.99,"2005-07-27 13:00:29"
8593,8062,2.99,"2005-07-28 17:15:06"
8594,8327,2.99,"2005-07-29 04:00:52"
8595,8458,4.99,"2005-07-29 08:05:09"
8596,9110,2.99,"2005-07-30 09:05:42"
8597,9513,4.99,"2005-07-31 00:28:30"
8598,9770,8.99,"2005-07-31 09:52:40"
8599,10364,2.99,"2005-08-01 06:06:49"
8600,12111,2.99,"2005-08-17 22:59:55"
8601,12138,7.99,"2005-08-17 23:55:54"
8602,12301,2.99,"2005-08-18 05:36:20"
8603,13388,4.99,"2005-08-19 21:46:49"
8604,14032,5.99,"2005-08-20 21:26:55"
8605,14385,0.99,"2005-08-21 10:02:55"
8606,14669,2.99,"2005-08-21 19:54:06"
8607,14791,4.99,"2005-08-22 00:35:55"
8608,15204,2.99,"2005-08-22 16:30:43"
8609,15280,4.99,"2005-08-22 19:09:52"
8610,12574,0.99,"2006-02-14 15:16:03"
8611,224,9.99,"2005-05-26 10:18:27"
8612,2634,2.99,"2005-06-19 08:55:17"
8613,2643,2.99,"2005-06-19 09:39:27"
8614,3337,0.99,"2005-06-21 10:24:35"
8615,3376,7.99,"2005-06-21 13:43:02"
8616,3732,4.99,"2005-07-06 11:33:37"
8617,3974,2.99,"2005-07-06 22:59:16"
8618,4356,8.99,"2005-07-07 19:21:22"
8619,7649,0.99,"2005-07-28 01:37:26"
8620,7853,0.99,"2005-07-28 09:36:38"
8621,10023,5.99,"2005-07-31 18:25:51"
8622,14276,2.99,"2005-08-21 06:34:05"
8623,15,9.99,"2005-05-25 00:39:22"
8624,149,3.99,"2005-05-26 00:28:05"
8625,439,2.99,"2005-05-27 17:54:48"
8626,1632,2.99,"2005-06-16 08:03:42"
8627,1892,4.99,"2005-06-17 04:17:33"
8628,2021,3.99,"2005-06-17 12:41:18"
8629,2703,4.99,"2005-06-19 13:36:06"
8630,2884,0.99,"2005-06-20 01:31:16"
8631,3256,3.99,"2005-06-21 03:45:42"
8632,4119,3.99,"2005-07-07 07:06:03"
8633,4295,2.99,"2005-07-07 16:08:51"
8634,4630,4.99,"2005-07-08 08:33:38"
8635,5791,8.99,"2005-07-10 14:16:22"
8636,5882,2.99,"2005-07-10 19:20:34"
8637,6132,2.99,"2005-07-11 08:24:44"
8638,6195,4.99,"2005-07-11 12:00:32"
8639,6255,4.99,"2005-07-11 15:11:33"
8640,6485,6.99,"2005-07-12 02:07:59"
8641,7953,2.99,"2005-07-28 13:24:32"
8642,9017,4.99,"2005-07-30 05:26:20"
8643,9044,0.99,"2005-07-30 06:35:21"
8644,11575,0.99,"2005-08-17 01:50:26"
8645,11598,0.99,"2005-08-17 03:03:07"
8646,11955,6.99,"2005-08-17 17:21:35"
8647,11994,2.99,"2005-08-17 18:29:35"
8648,12018,4.99,"2005-08-17 19:44:46"
8649,12424,8.99,"2005-08-18 10:16:57"
8650,13548,3.99,"2005-08-20 03:53:20"
8651,14828,4.99,"2005-08-22 01:34:05"
8652,15396,5.99,"2005-08-22 23:07:57"
8653,1258,4.99,"2005-06-15 06:21:30"
8654,1484,3.99,"2005-06-15 21:22:35"
8655,1567,1.99,"2005-06-16 03:13:30"
8656,2216,4.99,"2005-06-18 03:08:17"
8657,2883,7.99,"2005-06-20 01:29:10"
8658,3519,0.99,"2005-07-06 00:57:29"
8659,3756,4.99,"2005-07-06 12:40:38"
8660,4173,2.99,"2005-07-07 09:57:26"
8661,7057,4.99,"2005-07-27 03:50:03"
8662,7064,3.99,"2005-07-27 03:53:29"
8663,7930,4.99,"2005-07-28 12:21:08"
8664,8144,4.99,"2005-07-28 20:30:55"
8665,8235,4.99,"2005-07-29 00:22:56"
8666,8238,0.99,"2005-07-29 00:30:06"
8667,8794,4.99,"2005-07-29 20:59:38"
8668,9509,0.99,"2005-07-31 00:22:42"
8669,11208,0.99,"2005-08-02 12:02:37"
8670,11560,2.99,"2005-08-17 01:20:30"
8671,14171,0.99,"2005-08-21 03:00:42"
8672,15302,2.99,"2005-08-22 19:44:53"
8673,200,4.99,"2005-05-26 07:12:21"
8674,620,5.99,"2005-05-28 15:54:45"
8675,818,4.99,"2005-05-29 20:47:53"
8676,1750,5.99,"2005-06-16 16:57:36"
8677,3410,0.99,"2005-06-21 16:20:47"
8678,3901,5.99,"2005-07-06 19:24:55"
8679,3920,4.99,"2005-07-06 20:26:40"
8680,4281,4.99,"2005-07-07 15:17:50"
8681,4318,5.99,"2005-07-07 17:47:50"
8682,5202,2.99,"2005-07-09 10:53:48"
8683,5867,8.99,"2005-07-10 18:39:01"
8684,6190,2.99,"2005-07-11 11:36:18"
8685,6859,5.99,"2005-07-12 19:53:57"
8686,8685,6.99,"2005-07-29 16:17:05"
8687,9981,0.99,"2005-07-31 17:08:31"
8688,11722,2.99,"2005-08-17 07:53:03"
8689,12033,6.99,"2005-08-17 20:14:34"
8690,12034,7.99,"2005-08-17 20:15:31"
8691,12398,4.99,"2005-08-18 09:13:24"
8692,13623,6.99,"2005-08-20 06:49:46"
8693,15673,6.99,"2005-08-23 09:12:50"
8694,15888,5.99,"2005-08-23 16:56:14"
8695,166,0.99,"2005-05-26 02:49:11"
8696,269,4.99,"2005-05-26 16:19:46"
8697,1386,2.99,"2005-06-15 15:38:58"
8698,1588,8.99,"2005-06-16 04:53:21"
8699,2481,4.99,"2005-06-18 21:08:30"
8700,2554,0.99,"2005-06-19 03:05:38"
8701,2983,7.99,"2005-06-20 08:41:42"
8702,3054,5.99,"2005-06-20 13:16:41"
8703,3413,8.99,"2005-06-21 16:57:07"
8704,3478,0.99,"2005-07-05 23:05:44"
8705,3627,1.99,"2005-07-06 06:19:25"
8706,3646,4.99,"2005-07-06 07:28:59"
8707,6033,2.99,"2005-07-11 02:59:34"
8708,6511,3.99,"2005-07-12 03:39:29"
8709,6673,0.99,"2005-07-12 11:50:56"
8710,6709,4.99,"2005-07-12 13:20:41"
8711,7091,4.99,"2005-07-27 04:44:10"
8712,8142,4.99,"2005-07-28 20:21:54"
8713,9104,7.99,"2005-07-30 08:49:55"
8714,9115,4.99,"2005-07-30 09:13:55"
8715,9252,1.99,"2005-07-30 14:19:59"
8716,11120,4.99,"2005-08-02 08:47:04"
8717,11456,0.99,"2005-08-02 21:14:04"
8718,13180,4.99,"2005-08-19 14:00:38"
8719,13650,9.99,"2005-08-20 07:49:06"
8720,14042,4.99,"2005-08-20 21:45:51"
8721,15450,0.99,"2005-08-23 00:56:01"
8722,15703,8.99,"2005-08-23 10:23:48"
8723,58,4.99,"2005-05-25 08:53:14"
8724,729,2.99,"2005-05-29 06:35:13"
8725,878,5.99,"2005-05-30 05:49:13"
8726,1167,0.99,"2005-06-14 23:25:58"
8727,1786,2.99,"2005-06-16 19:30:54"
8728,2933,4.99,"2005-06-20 04:52:23"
8729,3704,6.99,"2005-07-06 10:16:45"
8730,4572,1.99,"2005-07-08 05:36:59"
8731,5669,4.99,"2005-07-10 08:12:53"
8732,5906,1.99,"2005-07-10 20:41:41"
8733,6840,3.99,"2005-07-12 19:03:22"
8734,7146,7.99,"2005-07-27 07:02:30"
8735,7275,2.99,"2005-07-27 11:39:08"
8736,7695,5.99,"2005-07-28 03:41:13"
8737,7847,1.99,"2005-07-28 09:23:14"
8738,7937,4.99,"2005-07-28 12:38:22"
8739,8474,0.99,"2005-07-29 08:36:56"
8740,8790,0.99,"2005-07-29 20:51:41"
8741,9363,2.99,"2005-07-30 18:44:23"
8742,10002,4.99,"2005-07-31 17:48:16"
8743,10028,4.99,"2005-07-31 18:35:54"
8744,10298,0.99,"2005-08-01 04:06:03"
8745,10994,3.99,"2005-08-02 04:46:53"
8746,11548,0.99,"2005-08-17 00:59:47"
8747,12120,4.99,"2005-08-17 23:16:46"
8748,12169,2.99,"2005-08-18 01:05:54"
8749,13140,5.99,"2005-08-19 12:35:56"
8750,14224,2.99,"2005-08-21 04:53:08"
8751,14957,3.99,"2005-08-22 06:29:34"
8752,15387,4.99,"2005-08-22 22:49:13"
8753,15728,0.99,"2005-08-23 11:30:32"
8754,563,3.99,"2005-05-28 09:10:49"
8755,1740,0.99,"2005-06-16 16:29:00"
8756,2590,2.99,"2005-06-19 05:31:40"
8757,3947,4.99,"2005-07-06 21:42:21"
8758,4197,0.99,"2005-07-07 11:07:52"
8759,4368,4.99,"2005-07-07 19:55:19"
8760,5702,2.99,"2005-07-10 10:00:01"
8761,5778,0.99,"2005-07-10 13:41:37"
8762,6034,2.99,"2005-07-11 03:00:50"
8763,6299,4.99,"2005-07-11 17:45:08"
8764,7240,3.99,"2005-07-27 10:21:15"
8765,7263,7.99,"2005-07-27 11:17:22"
8766,7960,6.99,"2005-07-28 13:47:08"
8767,8698,3.99,"2005-07-29 16:52:17"
8768,9651,4.99,"2005-07-31 05:48:49"
8769,10212,2.99,"2005-08-01 01:01:35"
8770,11617,2.99,"2005-08-17 04:00:40"
8771,11771,6.99,"2005-08-17 10:17:09"
8772,12543,2.99,"2005-08-18 14:23:55"
8773,13356,0.99,"2005-08-19 21:02:21"
8774,13386,2.99,"2005-08-19 21:43:58"
8775,14262,8.99,"2005-08-21 06:08:13"
8776,14479,7.99,"2005-08-21 13:35:54"
8777,15263,4.99,"2005-08-22 18:27:33"
8778,13965,2.99,"2006-02-14 15:16:03"
8779,131,5.99,"2005-05-25 21:42:46"
8780,2502,4.99,"2005-06-18 23:12:13"
8781,2507,4.99,"2005-06-18 23:39:22"
8782,2808,2.99,"2005-06-19 19:34:45"
8783,5470,5.99,"2005-07-09 23:10:49"
8784,5740,2.99,"2005-07-10 11:51:58"
8785,5775,4.99,"2005-07-10 13:34:26"
8786,6135,4.99,"2005-07-11 08:32:23"
8787,6622,0.99,"2005-07-12 09:04:11"
8788,7223,9.99,"2005-07-27 09:42:27"
8789,7687,2.99,"2005-07-28 03:20:26"
8790,8539,0.99,"2005-07-29 10:48:24"
8791,10030,2.99,"2005-07-31 18:39:36"
8792,10070,4.99,"2005-07-31 19:46:29"
8793,10326,4.99,"2005-08-01 04:55:34"
8794,10412,0.99,"2005-08-01 07:57:16"
8795,12097,4.99,"2005-08-17 22:35:24"
8796,12779,3.99,"2005-08-18 23:44:00"
8797,13054,4.99,"2005-08-19 09:34:02"
8798,14452,3.99,"2005-08-21 12:23:20"
8799,14672,5.99,"2005-08-21 19:59:33"
8800,15009,0.99,"2005-08-22 08:27:27"
8801,875,6.99,"2005-05-30 05:38:24"
8802,981,4.99,"2005-05-30 21:52:42"
8803,1149,3.99,"2005-05-31 21:03:17"
8804,1311,4.99,"2005-06-15 10:11:59"
8805,2086,0.99,"2005-06-17 17:32:07"
8806,2317,4.99,"2005-06-18 09:12:18"
8807,3441,4.99,"2005-06-21 20:00:12"
8808,3886,0.99,"2005-07-06 18:44:24"
8809,4160,7.99,"2005-07-07 09:13:17"
8810,5147,5.99,"2005-07-09 08:17:41"
8811,7117,2.99,"2005-07-27 05:48:36"
8812,7725,2.99,"2005-07-28 04:47:14"
8813,7931,4.99,"2005-07-28 12:23:41"
8814,8467,5.99,"2005-07-29 08:25:35"
8815,8604,4.99,"2005-07-29 13:07:13"
8816,8739,2.99,"2005-07-29 18:34:33"
8817,9855,0.99,"2005-07-31 13:00:33"
8818,10108,0.99,"2005-07-31 21:02:14"
8819,10173,4.99,"2005-07-31 23:36:59"
8820,10720,0.99,"2005-08-01 19:04:33"
8821,10976,4.99,"2005-08-02 04:11:48"
8822,11010,0.99,"2005-08-02 05:06:27"
8823,11428,2.99,"2005-08-02 20:03:10"
8824,11485,4.99,"2005-08-02 22:33:25"
8825,12829,2.99,"2005-08-19 01:38:18"
8826,653,6.99,"2005-05-28 20:12:20"
8827,1294,4.99,"2005-06-15 09:09:27"
8828,1577,3.99,"2005-06-16 04:03:28"
8829,1929,6.99,"2005-06-17 06:49:30"
8830,2273,4.99,"2005-06-18 06:30:02"
8831,2304,5.99,"2005-06-18 08:30:15"
8832,2637,3.99,"2005-06-19 09:20:56"
8833,4445,4.99,"2005-07-07 23:08:22"
8834,4521,0.99,"2005-07-08 02:57:56"
8835,6618,2.99,"2005-07-12 08:41:42"
8836,7458,1.99,"2005-07-27 18:36:17"
8837,7808,1.99,"2005-07-28 07:58:56"
8838,10371,0.99,"2005-08-01 06:20:29"
8839,11372,4.99,"2005-08-02 18:10:50"
8840,11929,6.99,"2005-08-17 16:28:51"
8841,12016,0.99,"2005-08-17 19:33:24"
8842,13158,2.99,"2005-08-19 13:18:10"
8843,13360,4.99,"2005-08-19 21:05:11"
8844,13448,0.99,"2005-08-20 00:12:43"
8845,14847,4.99,"2005-08-22 02:13:51"
8846,15365,3.99,"2005-08-22 21:42:17"
8847,15386,2.99,"2005-08-22 22:41:14"
8848,15828,5.99,"2005-08-23 15:16:32"
8849,15916,9.99,"2005-08-23 17:56:01"
8850,15969,7.99,"2005-08-23 19:51:30"
8851,15297,2.99,"2006-02-14 15:16:03"
8852,862,2.99,"2005-05-30 03:09:11"
8853,1670,2.99,"2005-06-16 10:26:33"
8854,1980,6.99,"2005-06-17 09:48:05"
8855,2243,5.99,"2005-06-18 04:33:03"
8856,3024,4.99,"2005-06-20 11:29:17"
8857,3239,0.99,"2005-06-21 02:48:40"
8858,5450,4.99,"2005-07-09 22:13:25"
8859,8017,1.99,"2005-07-28 15:35:41"
8860,8577,6.99,"2005-07-29 11:56:30"
8861,8780,4.99,"2005-07-29 20:19:45"
8862,9557,2.99,"2005-07-31 02:14:01"
8863,9835,2.99,"2005-07-31 12:07:35"
8864,11174,2.99,"2005-08-02 10:32:11"
8865,12175,4.99,"2005-08-18 01:10:17"
8866,12825,0.99,"2005-08-19 01:23:58"
8867,13609,2.99,"2005-08-20 06:11:51"
8868,13681,7.99,"2005-08-20 08:47:37"
8869,13907,3.99,"2005-08-20 16:17:27"
8870,14307,3.99,"2005-08-21 07:34:52"
8871,14755,3.99,"2005-08-21 23:18:08"
8872,14939,2.99,"2005-08-22 05:53:52"
8873,15179,4.99,"2005-08-22 15:36:22"
8874,15863,0.99,"2005-08-23 16:17:09"
8875,1183,2.99,"2005-06-15 00:49:19"
8876,2010,5.99,"2005-06-17 11:54:15"
8877,2024,0.99,"2005-06-17 13:00:51"
8878,2151,0.99,"2005-06-17 22:52:37"
8879,2303,2.99,"2005-06-18 08:27:59"
8880,2702,2.99,"2005-06-19 13:35:56"
8881,3052,5.99,"2005-06-20 13:09:19"
8882,3053,0.99,"2005-06-20 13:10:30"
8883,3268,4.99,"2005-06-21 04:55:49"
8884,3976,2.99,"2005-07-06 23:00:20"
8885,4076,4.99,"2005-07-07 04:52:15"
8886,4415,4.99,"2005-07-07 22:01:43"
8887,4465,1.99,"2005-07-08 00:07:45"
8888,4674,2.99,"2005-07-08 10:19:28"
8889,7980,4.99,"2005-07-28 14:16:49"
8890,8172,7.99,"2005-07-28 21:34:36"
8891,8460,6.99,"2005-07-29 08:08:03"
8892,8941,0.99,"2005-07-30 02:59:21"
8893,9024,4.99,"2005-07-30 05:44:42"
8894,9219,0.99,"2005-07-30 13:15:21"
8895,9381,0.99,"2005-07-30 19:23:04"
8896,9827,6.99,"2005-07-31 11:56:55"
8897,10473,7.99,"2005-08-01 09:56:24"
8898,10490,0.99,"2005-08-01 10:37:11"
8899,11130,2.99,"2005-08-02 09:08:59"
8900,11169,3.99,"2005-08-02 10:19:42"
8901,11697,0.99,"2005-08-17 07:09:19"
8902,12659,6.99,"2005-08-18 19:05:49"
8903,13627,8.99,"2005-08-20 06:59:00"
8904,14900,4.99,"2005-08-22 04:27:48"
8905,15011,4.99,"2005-08-22 08:31:07"
8906,15308,2.99,"2005-08-22 19:54:31"
8907,704,3.99,"2005-05-29 02:44:43"
8908,967,7.99,"2005-05-30 19:12:06"
8909,1219,6.99,"2005-06-15 03:25:59"
8910,1511,5.99,"2005-06-15 22:45:06"
8911,2885,0.99,"2005-06-20 01:33:42"
8912,2936,4.99,"2005-06-20 05:09:27"
8913,3061,2.99,"2005-06-20 13:48:21"
8914,3603,4.99,"2005-07-06 05:25:03"
8915,3659,2.99,"2005-07-06 08:03:14"
8916,3760,2.99,"2005-07-06 12:49:28"
8917,4124,1.99,"2005-07-07 07:19:54"
8918,5149,2.99,"2005-07-09 08:28:23"
8919,5750,5.99,"2005-07-10 12:20:41"
8920,6656,0.99,"2005-07-12 11:09:47"
8921,6678,2.99,"2005-07-12 11:58:36"
8922,6719,2.99,"2005-07-12 13:40:37"
8923,7894,2.99,"2005-07-28 10:53:58"
8924,8680,4.99,"2005-07-29 16:08:03"
8925,10100,4.99,"2005-07-31 20:47:18"
8926,11259,3.99,"2005-08-02 13:46:30"
8927,12062,2.99,"2005-08-17 21:24:47"
8928,12394,2.99,"2005-08-18 09:05:15"
8929,12740,4.99,"2005-08-18 22:17:04"
8930,12867,0.99,"2005-08-19 02:40:11"
8931,11709,2.99,"2006-02-14 15:16:03"
8932,87,0.99,"2005-05-25 13:52:43"
8933,996,2.99,"2005-05-31 00:06:20"
8934,1415,2.99,"2005-06-15 17:31:57"
8935,2528,6.99,"2005-06-19 01:14:12"
8936,2587,2.99,"2005-06-19 05:06:14"
8937,3505,4.99,"2005-07-06 00:19:32"
8938,3613,4.99,"2005-07-06 05:45:53"
8939,3871,8.99,"2005-07-06 17:58:51"
8940,4051,4.99,"2005-07-07 03:37:28"
8941,4063,5.99,"2005-07-07 04:23:57"
8942,4326,10.99,"2005-07-07 18:01:22"
8943,5152,2.99,"2005-07-09 08:34:44"
8944,5885,1.99,"2005-07-10 19:33:50"
8945,5947,5.99,"2005-07-10 23:07:42"
8946,8231,0.99,"2005-07-29 00:14:37"
8947,8995,4.99,"2005-07-30 04:53:11"
8948,9401,5.99,"2005-07-30 20:18:19"
8949,10188,6.99,"2005-08-01 00:19:41"
